SYMBOL,NAME OF COMPANY, ISIN NUMBER,Exchange
SHKALYN,Shri Kalyan Holdings Limited,INE079N01019,BSE
ATVOENT,Atvo Enterprises Limited,INE219M01021,BSE
EPUJA,Epuja Spiritech Limited,INE807D01030,BSE
INDOCITY,Indo City Infotech Limited-$,INE456B01014,BSE
SBECSUG,SBEC Sugar Limited,INE948G01019,BSE
BRIJLEAS,Brijlaxmi Leasing & Finance Limited,INE957E01031,BSE
BSELALGO,BSEL Algo Limited,INE395A01016,BSE
RELIABVEN,Reliable Ventures India Limited,INE419H01019,BSE
TRIUMPIN,Triumph International Finance India Limited,INE382B01012,BSE
SMCREDT,SMC Credits Limited,INE440E01012,BSE
MOHITE,Mohite Industries Limited,INE154B01023,BSE
HOTLSILV,H S India Limited,INE731B01010,BSE
JOHNPHARMA,Johnson Pharmacare Limited,INE560F01022,BSE
TRESCON,Trescon Limited,INE088D01011,BSE
GUJSTATFIN,Gujarat State Financial Corporation,INE944A01011,BSE
MINOLTAF,Minolta Finance Limited,INE514C01026,BSE
GAYATRI,Gayatri Sugars Limited,INE622E01023,BSE
CMXLimited,CMX Holdings Limited,INE027F01014,BSE
BENGALT,Bengal Tea & Fabrics Limited,INE665D01016,BSE
TCIIND,TCI Industries Limited,INE920B01019,BSE
LANDMARC,Landmarc Leisure Corporation Limited,INE394C01023,BSE
TCFCFINQ,TCFC Finance Limited,INE389D01013,BSE
INTEGHIT,Integrated Hitech Limited,INE934A01012,BSE
KJMCCORP,KJMC Corporate Advisors (India) Limited,INE602C01011,BSE
GROARC,Groarc Industries India Limited,INE042B01012,BSE
VAARAD,Vaarad Ventures Limited,INE418B01048,BSE
SHIVACEM,Shiva Cement Limited,INE555C01029,BSE
DANLAW,Danlaw Technologies India Limited-$,INE310B01013,BSE
HBPOR,HB Portfolio Limited,INE638B01025,BSE
HBESD,HB Estate Developers Limited,INE640B01021,BSE
OMNIAX,Omni AXs Software Limited,INE369B01019,BSE
SOFTSOL,Softsol India Limited,INE002B01016,BSE
PADMALAYAT,Padmalaya Telefilms Limited,INE243B01016,BSE
VIRGOGLOB,Virgo Global Limited,INE400B01020,BSE
PICTUREHS,Picturehouse Media Limited,INE448B01029,BSE
HITKITGLO,Hit Kit Global Solutions Limited,INE309B01023,BSE
NAGPI,Nagpur Power & Industries Limited,INE099E01016,BSE
WEPSOLN,WEP Solutions Limited,INE434B01029,BSE
UNIVARTS,Universal Arts Limited,INE464B01018,BSE
FIRSTFIN,First Fintec Limited,INE683B01047,BSE
BABA,Baba Arts Limited-$,INE893A01036,BSE
TYCHE,Tyche Industries Limited,INE443B01012,BSE
KONNDOR,Konndor Industries Limited,INE971A01014,BSE
USGTECH,USG Tech Solutions Limited,INE718B01017,BSE
7TEC,Saven Technologies Limited,INE856B01023,BSE
TRANSCOR,Transcorp International Limited,INE330E01023,BSE
GENUSPRIME,Genus Prime Infra Limited,INE256D01014,BSE
SANINFRA,Sanmit Infra Limited,INE799C01031,BSE
TSPIRITUAL,T Spiritual World Limited,INE541C01037,BSE
SHALIWIR,Shalimar Wires Industries Limited,INE655D01025,BSE
HAZOOR,Hazoor Multi Projects Limited-$,INE550F01049,BSE
KAMAHOLD,Kama Holdings Limited-$,INE411F01010,BSE
BLIL,Balmer Lawrie Investments Limited,INE525F01025,BSE
RAJPALAYAM,Rajapalayam Mills Limited-$,INE296E01026,BSE
BEEYU,Beeyu Overseas Limited,INE052B01011,BSE
FACORALL,Facor Alloys Limited,INE828G01013,BSE
PBAINFRA,PBA Infrastructure Limited,INE160H01019,BSE
CELLA,Cella Space Limited,INE266H01014,BSE
MPDL,MPDL Limited,INE493H01014,BSE
GTNTEX,GTN Textiles Limited,INE302H01017,BSE
INDICAP,Inditrade Capital Limited,INE347H01012,BSE
AICHAMP,AI Champdany Industries Limited,INE768E01024,BSE
ELAND,E-Land Apparel Limited,INE311H01018,BSE
JAGJANANI,Jagjanani Textiles Limited,INE702H01018,BSE
LEHAR,Lehar Footwears Limited,INE976H01018,BSE
HARYNACAP,Haryana Capfin Limited,INE928H01019,BSE
SSLEL,Sir Shadi Lal Enterprises Limited,INE117H01019,BSE
VTMLimited,VTM Limited,INE222F01029,BSE
PARLEIND,Parle Industries Limited,INE272G01014,BSE
RATHIBAR,Rathi Bars Limited,INE575I01016,BSE
PORWAL,Porwal Auto Components Limited,INE386I01018,BSE
GOKAKTEX,Gokak Textiles Limited,INE642I01014,BSE
TELOGICA,Telogica Limited,INE778I01024,BSE
SENSEX1,Kotak S&P BSE Sensex ETF,INF174KA1JD7,BSE
CHLLimited,CHL Limited,INE790D01020,BSE
LGBFORGE,LGB Forge Limited,INE201J01017,BSE
SICAGEN,Sicagen India Limited,INE176J01011,BSE
SIMPLXMIL,Simplex Mills Company Limited,INE457H01027,BSE
SIMPLXPAP,Simplex Papers Limited,INE456H01029,BSE
VEDAVAAG,VEDAVAAG Systems Limited,INE359B01010,BSE
BENGALASM,Bengal & Assam Company Limited,INE083K01017,BSE
PEIL,Premier Energy and Infrastructure Limited,INE429K01012,BSE
SURYAAMBA,Suryaamba Spinning Mills Limited,INE360J01011,BSE
BTTL,Bhilwara Technical Textiles Limited,INE274K01012,BSE
SPSL,Shree Precoated Steels Limited,INE318K01025,BSE
YUNIKM,Yunik Managing Advisors Limited,INE143K01019,BSE
COROENGG,Coromandel Engineering Company Limited,INE312J01012,BSE
TAMBOLIIN,Tamboli Industries Limited,INE864J01012,BSE
SATCH,Satchmo Holdings Limited,INE639K01016,BSE
GKB,GKB Ophthalmics Limited,INE265D01015,BSE
SEATV,Sea TV Network Limited,INE351L01016,BSE
RDBIPL,RDB Infrastructure And Power Limited,INE245L01028,BSE
KTIL,Kesar Terminals & Infrastructure Limited,INE096L01025,BSE
INOVSYNTH,Innovassynth Investments Limited,INE690J01011,BSE
TRUEGREEN,True Green Bio Energy Limited,INE672K01025,BSE
VMS,VMS Industries Limited,INE932K01015,BSE
ENKEIWHEL,Enkei Wheels (India) Limited,INE130L01014,BSE
LESHAIND,Lesha Industries Limited,INE050L01048,BSE
RDBRL,RDB Rasayans Limited,INE123M01017,BSE
FERVENTSYN,Fervent Synergies Limited,INE258M01011,BSE
PMCFIN,PMC Fincorp Limited,INE793G01035,BSE
FUTSOL,Futuristic Solutions Limited,INE241F01011,BSE
AIML,Alliance Integrated Metaliks Limited,INE123D01024,BSE
PYXISFIN,Pyxis Finvest Limited,INE883L01018,BSE
OLPCL,Olympic Cards Limited,INE550L01013,BSE
MAXHEIGHTS,Max heights Infrastucture Limited,INE393F01010,BSE
LOOKS,Looks Health Services Limited,INE204N01013,BSE
META,String Metaverse Limited,INE958L01026,BSE
AMTL,Advance Metering Technology Limited,INE436N01029,BSE
JUPITERIN,Jupiter Infomedia Limited,INE524N01014,BSE
VINAYAKPOL,Vinayak Polycon International Limited,INE581M01016,BSE
JOINTECAED,Jointeca Education Solutions Limited,INE131N01018,BSE
COMCL,Comfort Commotrade Limited,INE456N01019,BSE
SHANTIGURU,Shanti Guru Industries Limited,INE892L01019,BSE
CASPIAN,Caspian Corporate Services Limited,INE176N01039,BSE
AERPACE,Aerpace Industries Limited,INE175N01023,BSE
VIRTUALG,Virtual Global Education Limited,INE247C01023,BSE
TRIOMERC,Trio Mercantile & Trading Limited,INE234G01022,BSE
CDG,CDG Petchem Limited,INE198N01017,BSE
COVIDH,Covidh Technologies Limited,INE899M01020,BSE
MUKTA,Mukta Agriculture Limited,INE160O01031,BSE
MYSTICELE,Mystic Electronics Limited,INE159O01033,BSE
COMFINCAP,Comfort Fincap Limited,INE274M01026,BSE
SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,INF200K01VT2,BSE
BMAL,Bothra Metals & Alloys Limited,INE583M01012,BSE
LAKHOTIA,Lakhotia Polyesters (India) Limited,INE191O01010,BSE
GCMSECU,GCM Securities Limited,INE168O01026,BSE
PRIMECAPM,Prime Capital Market Limited,INE748D01010,BSE
KIFS,KIFS Financial Services Limited,INE902D01013,BSE
BINNYMILLS,Binny Mills Limited,INE160L01011,BSE
SVGLOBAL,S V Global Mill Limited,INE159L01013,BSE
SDC,SDC Techmedia Limited,INE807O01011,BSE
OONE,ObjectOne Information Systems Limited,INE860E01011,BSE
IFINSEC,India Finsec Limited,INE474O01010,BSE
BRAHMINFRA,Brahmaputra Infrastructure Limited,INE320I01017,BSE
AMPVOLTS,Ampvolts Limited,INE989J01017,BSE
KHOOBSURAT,Khoobsurat Limited,INE731G01027,BSE
MMLF,Money Masters Leasing & Finance Limited,INE340O01021,BSE
ALSL,Alacrity Securities Limited,INE030P01017,BSE
GCMCOMM,GCM Commodity & Derivatives Limited,INE200P01016,BSE
JULIEN,Julien Agro Infratech Limited,INE890N01027,BSE
JKAGRI,JK Agri Genetics Limited,INE690O01011,BSE
NOVELIX,Novelix Pharmaceuticals Limited,INE314I01036,BSE
PVVINFRA,PVV Infra Limited,INE428B01021,BSE
VCU,VCU Data Management Limited,INE962O01014,BSE
INDRENEW,IND Renewable Energy Limited,INE138O01029,BSE
SRGFFL,SRG Fingrow Finance Limited,INE326P01019,BSE
ACFSL,Amrapali Capital and Finance Services Limited,INE218P01018,BSE
STELLAR,Stellar Capital Services Limited,INE325P01011,BSE
YURANUS,Yuranus Infrastructure Limited,INE156M01017,BSE
MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,INF247L01023,BSE
CPL,Captain Polyplast Limited,INE536P01021,BSE
NIFTYIETF,ICICI Prudential Nifty 50 ETF,INF109K012R6,BSE
NIF100IETF,ICICI Prudential Nifty 100 ETF,INF109KC16V9,BSE
ARNOLD,Arnold Holdings Limited,INE185K01036,BSE
SUNLOC,Sunil Healthcare Limited,INE671C01016,BSE
CHEMTECH,Chemtech Industrial Valves Limited,INE212P01011,BSE
NIF100BEES,NIPPON INDIA ETF NIFTY 100,INF204K014N5,BSE
DENISCHEM,Denis Chem Lab Limited,INE051G01012,BSE
POLYMAC,Polymac Thermoformers Limited,INE826P01018,BSE
UNISHIRE,Unishire Urban Infra Limited,INE210P01015,BSE
LAXMIPATI,Laxmipati Engineering Works Limited,INE920P01019,BSE
LADDU,Laddu Gopal Online Services Limited,INE546I01025,BSE
NIFTY1,Kotak Nifty 50 ETF,INF174K014P6,BSE
HANSUGAR,Shree Hanuman Sugar & Industries Limited,INE101H01013,BSE
KIRANVYPAR,Kiran Vyapar Limited,INE555P01013,BSE
BCP,B.C. Power Controls Limited,INE905P01028,BSE
KCSL,Karnimata Cold Storage Limited,INE576P01019,BSE
MANGIND,Mangalam Industrial Finance Limited,INE717C01025,BSE
PHOENIXTN,Phoenix Township Limited,INE977M01024,BSE
RAUNAQ,Raunaq International Limited,INE523K01012,BSE
INFRONICS,Infronics Systems Limited,INE463B01036,BSE
CPSEETF,CPSE ETF,INF457M01133,BSE
HARIAAPL,Haria Apparels Limited,INE493N01012,BSE
VASUPRADA,Shri Vasuprada Plantations Limited,INE574G01013,BSE
SHARPINV,Sharp Investments Limited,INE909D01026,BSE
RESPONSINF,Response Informatics Limited,INE401B01010,BSE
GCMCAPI,GCM Capital Advisors Limited,INE191P01017,BSE
AFEL,A.F. Enterprises Limited,INE663P01015,BSE
WESTLEIRES,West Leisure Resorts Limited,INE266P01017,BSE
NAM,Nam Securities Limited,INE792G01011,BSE
METSL,Maestros Electronics & Telecommunications Systems Limited,INE318N01011,BSE
JACKSON,Jackson Investments Limited,INE508N01025,BSE
WORTH,Worth Investment & Trading Co Limited,INE114O01020,BSE
TPROJECT,Thirani Projects Limited,INE901C01017,BSE
AMARSEC,Amarnath Securities Limited,INE745P01010,BSE
CTL,Capital Trade Links Limited,INE172D01021,BSE
TARINI,Tarini International Limited,INE849M01017,BSE
SBL,Shivamshree Businesses Limited,INE857P01021,BSE
YAANENT,Yaan Enterprises Limited,INE969E01010,BSE
ANVRDHI,Annvrridhhi  Ventures Limited,INE075K01013,BSE
RLFL,Ramchandra Leasing & Finance Limited,INE516P01015,BSE
BRPL,Bansal Roofing Products Limited,INE319Q01012,BSE
ARMAN,Arman Holdings Limited,INE510P01018,BSE
SMTEL,SMT Engineering Limited,INE673E01018,BSE
JAMESWARREN,James Warren Tea Limited,INE718P01017,BSE
VISTARAMAR,Vistar Amar Limited,INE878P01019,BSE
FRUTION,Fruition Venture Limited,INE836C01015,BSE
TRIVENIENT,Triveni Enterprises Limited,INE916P01025,BSE
BHANDERI,Bhanderi Infracon Limited,INE336Q01016,BSE
ZINEMA,Zinema Media And Entertainment Limited,INE641Q01019,BSE
CEMAINFRA,Cemantic Infra-Tech Limited,INE222B01028,BSE
TTIENT,TTI Enterprise Limited,INE404F01031,BSE
VISHAL,Vishal Fabrics Limited,INE755Q01025,BSE
TOYAMSL,Toyam Sports Limited,INE457P01020,BSE
GAJANANSEC,Gajanan Securities Services Limited,INE868G01019,BSE
UNISON,Unison Metals Limited,INE099D01026,BSE
RTFL,Real Touch Finance Limited,INE840I01014,BSE
VRL,Vasundhara Rasayans Limited,INE406F01010,BSE
QGO,QGO Finance Limited,INE837C01013,BSE
PURSHOTTAM,Purshottam Investofin Limited,INE729C01020,BSE
HCLimited,Hind Commerce Limited,INE691J01019,BSE
SIROHIA,Sirohia & Sons Limited,INE785O01019,BSE
MIIL,Meghna Infracon Infrastructure Limited,INE898Q01015,BSE
CITYONLINE,City Online Services Limited,INE158C01014,BSE
SENSEXBEES,Nippon India ETF S&P BSE Sensex,INF204KA1UN7,BSE
ULTRACAB,Ultracab (India) Limited,INE010R01023,BSE
RCCL,Rajasthan Cylinders & Containers Limited,INE929D01016,BSE
ETIL,Econo Trade (India) Limited,INE937K01014,BSE
ATISHAY,Atishay Limited,INE011R01013,BSE
SANGAMFIN,Sangam Finserv Limited,INE475D01010,BSE
DHABRIYA,Dhabriya Polywood Limited,INE260R01016,BSE
ARYACAPM,Aryaman Capital Markets Limited,INE229R01011,BSE
HANMAN,Hanman Fit Limited,INE982Q01017,BSE
VGCL,Vibrant Global Capital Limited,INE761Q01015,BSE
CEINSYSTECH,Ceinsys Tech Limited,INE016Q01014,BSE
PANABYTE,Panabyte Technologies Limited,INE516E01019,BSE
MUDUNURU,Mudunuru Limited,INE491C01027,BSE
JSHL,JLA Infraville Shoppers Limited,INE401Q01018,BSE
CRANEINFRA,Crane Infrastructure Limited,INE176L01017,BSE
NIYOGIN,Niyogin Fintech Limited,INE480D01010,BSE
ASIACAP,Asia Capital Limited,INE131Q01011,BSE
KALYANCAP,Kalyan Capitals Limited,INE149Q01021,BSE
GBFL,Goenka Business & Finance Limited,INE997C01015,BSE
GILADAFINS,Gilada Finance & Investments Limited,INE918C01029,BSE
JETSOLAR,Jet Solar Limited,INE155R01018,BSE
SAPPL,Shree Ajit Pulp And Paper Limited,INE185C01017,BSE
CAPPIPES,Captain Pipes Limited,INE513R01026,BSE
KAIZENAGRO,Kaizen Agro Infrabuild Limited,INE891N01017,BSE
JMJFIN,JMJ Fintech Limited,INE242Q01016,BSE
JSTL,Jeevan Scientific Technology Limited,INE237B01018,BSE
ICL,Indo Cotspin Limited,INE407P01017,BSE
SCC,Scintilla Commercial & Credit Limited,INE892C01018,BSE
PANAFIC,Panafic Industrials Limited,INE655P01029,BSE
MYMONEY,My Money Securities Limited,INE232L01018,BSE
AMARNATH,Sri Amarnath Finance Limited,INE985Q01010,BSE
CSL,Continental Securities Limited,INE183Q01020,BSE
NEXUSSURGL,Nexus Surgical And Medicare Limited,INE370Q01015,BSE
SELLWIN,Sellwin Traders Limited,INE195F01027,BSE
GALADAFIN,Galada Finance Limited,INE243E01010,BSE
EMERALD,Emerald Finance Limited,INE030Q01015,BSE
MKEXIM,M.K. Exim (India) Limited,INE227F01010,BSE
OCTAL,Octal Credit Capital Limited,INE513C01010,BSE
MIHIKA,Mihika Industries Limited,INE779Q01017,BSE
KANCHI,Kanchi Karpooram Limited,INE081G01019,BSE
VANICOM,Vani Commercials Limited,INE661Q01017,BSE
SKILVEN,Skyline Ventures India Limited,INE055Q01012,BSE
RAFL,Raghuvansh Agrofarms Limited,INE865P01016,BSE
COSYN,COSYN Limited,INE029B01019,BSE
SOFCOM,Sofcom Systems Limited,INE499Q01012,BSE
NAPL,Naturite Agro Products Limited,INE223R01014,BSE
KARNAVATI,Karnavati Finance Limited,INE554R01020,BSE
ABHIFIN,Abhishek Finlease Limited,INE723C01015,BSE
MERCANTILE,Mercantile Ventures Limited,INE689O01013,BSE
SONAL,Sonal Mercantile Limited,INE321M01017,BSE
ALFL,Abhinav Leasing & Finance Limited,INE211D01027,BSE
MERCURYLAB,Mercury Laboratories Limited,INE947G01011,BSE
CONCORD,Concord Drugs Limited,INE858L01010,BSE
WARDINMOBI,Wardwizard Innovations & Mobility Limited,INE945P01024,BSE
SHREESEC,Shree Securities Limited,INE397C01026,BSE
TALBROSENG,Talbros Engineering Limited,INE717E01013,BSE
SAPL,SAR Auto Products Limited,INE002E01010,BSE
PUROHITCON,Purohit Construction Limited,INE147J01012,BSE
JAYATMA,Jayatma Enterprises Limited,INE246D01015,BSE
CHENFERRO,Chennai Ferrous Industries Limited,INE777O01016,BSE
MEGRISOFT,Megri Soft Limited,INE756R01013,BSE
GITARENEW,Gita Renewable Energy Limited,INE776O01018,BSE
KALPACOMME,Kalpa Commercial Limited,INE059Q01014,BSE
NEIL,Neil Industries Limited,INE396C01010,BSE
STARHFL,Star Housing Finance Limited,INE526R01028,BSE
BEEKAY,Beekay Steel Industries Limited,INE213D01015,BSE
SSPNFIN,SSPN Finance Limited,INE820R01017,BSE
SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,INF200KA1572,BSE
FRASER,Fraser and Company Limited,INE184Q01010,BSE
TIRUPATIIN,Tirupati Innovar Limited,INE812Q01016,BSE
GANVERSE,Ganesha Ecoverse Limited,INE369Q01017,BSE
RAJPUTANA,Rajputana Investment and Finance Limited,INE751R01014,BSE
CITL,Consecutive Investment & Trading Company Limited,INE187R01029,BSE
URSUGAR,UR Sugar Industries Limited,INE904R01027,BSE
FILTRA,Filtra Consultants and Engineers Limited,INE541R01019,BSE
ATHCON,Athena Constructions Limited,INE291R01011,BSE
NORTHLINK,Northlink Fiscal and Capital Services Limited,INE736P01019,BSE
SHESHAINDS,Sheshadri Industries Limited,INE193R01019,BSE
SAB,SAB Industries Limited,INE137M01017,BSE
PML,Paul Merchants Limited,INE291E01019,BSE
ALANSCOTT,Alan Scott Enterprises Limited,INE273F01022,BSE
OPCHAINS,O. P. Chains Limited,INE118Q01018,BSE
SUJALA,Sujala Trading & Holdings Limited,INE029H01016,BSE
JAINMARMO,Jain Marmo Industries Limited,INE780Q01015,BSE
GRAMEVA,Grameva Limited,INE578R01011,BSE
PALCO,Palco Metals Limited,INE239L01013,BSE
BODHTREE,Bodhtree Consulting Limited,INE104F01029,BSE
VBIND,V B Industries Limited,INE334E01017,BSE
SARVOTTAM,Sarvottam Finvest Limited,INE822Q01015,BSE
WARDWIZFBL,Wardwizard Foods and Beverages Limited,INE761D01021,BSE
PANTH,Panth Infinity Limited,INE945O01019,BSE
ICSL,Integrated Capital Services Limited,INE682B01023,BSE
VLL,Virat Leasing Limited,INE347L01022,BSE
HELPAGE,Helpage Finlease Limited,INE738P01015,BSE
BLUEGOD,Bluegod Entertainment Limited,INE924N01024,BSE
HAWAENG,Hawa Engineers Limited,INE230I01018,BSE
ADHBHUTIN,Adhbhut Infrastructure Limited,INE578L01014,BSE
DFL,Decillion Finance Limited,INE848N01017,BSE
POEL,POCL Enterprises Limited,INE035S01028,BSE
AEL,Amba Enterprises Limited,INE829P01020,BSE
GVBL,Genomic Valley Biotech Limited,INE574D01010,BSE
GARMNTMNTR,Garment Mantra Lifestyle Limited,INE653S01028,BSE
SRESTHA,Srestha Finvest Limited,INE606K01049,BSE
SAUMYA,Saumya Consultants Limited,INE563C01015,BSE
MUL,Mauria Udyog Limited,INE150D01027,BSE
MISHKA,Mishka Exim Limited,INE540S01019,BSE
GROWINGTON,Growington Ventures India Limited,INE451S01027,BSE
HCKKVENTURE,HCKK Ventures Limited,INE345Q01017,BSE
LOYAL,Loyal Equipments Limited,INE876S01017,BSE
GGPL,Gala Global Products Limited,INE480S01026,BSE
CHEMIESYNT,Chemiesynth (Vapi) Limited,INE829R01018,BSE
SURYAINDIA,Surya India Limited,INE446E01019,BSE
STARDELTA,Star Delta Transformers Limited,INE541K01014,BSE
AMRAFIN,Amrapali Fincap Limited,INE990S01016,BSE
SAMSRITA,Samsrita Labs Limited,INE579N01018,BSE
PECOS,Pecos Hotels and Pubs Limited,INE484S01010,BSE
MSL,Mangalam Seeds Limited,INE829S01016,BSE
ALSTONE,Alstone Textiles (India) Limited,INE184S01024,BSE
SYMBIOX,Symbiox Investment & Trading Company Limited,INE653R01012,BSE
AVI,AVI Polymers Limited,INE897N01014,BSE
SUNRAKSHAK,Sunrakshakk Industries India Limited,INE671K01027,BSE
THINKINK,Thinkink Picturez Limited,INE365S01045,BSE
SENSEXBETA,UTI BSE SENSEX ETF,INF789FB1X58,BSE
NIFTYBETA,UTI NIFTY 50 ETF,INF789F1AZC0,BSE
UNIAUTO,Universal Autofoundry Limited,INE203T01012,BSE
CHPLIND,CHPL Industries Limited,INE714Q01014,BSE
WAAREE,Waaree Technologies Limited,INE725P01012,BSE
PBFL,P. B. Films Limited,INE212Q01019,BSE
SALAUTO,Sal Automotive Limited,INE724G01014,BSE
POLYSPIN,Polyspin Exports Limited,INE914G01029,BSE
SML,Soni Medicare Limited,INE848R01018,BSE
MAHAVEER,Mahaveer Infoway Limited,INE019D01016,BSE
KRISHNACAP,Krishna Capital and Securities Limited,INE897B01019,BSE
ACME,Acme Resources Limited,INE636B01011,BSE
KCL,Kabra Commercial Limited,INE926E01010,BSE
VISHALBL,Vishal Bearings Limited,INE060T01024,BSE
PJL,Patdiam Jewellery Limited,INE473T01011,BSE
NAKSH,Naksh Precious Metals Limited,INE256S01012,BSE
DITCO,Decorous Investment & Trading Co Limited,INE183R01010,BSE
SWAGTAM,Swagtam Trading & Services Limited,INE150R01019,BSE
KUBERJI,Kuber Udyog Limited,INE594R01018,BSE
NEERAJ,Neeraj Paper Marketing Limited,INE894J01019,BSE
TEJNAKSH,Tejnaksh Healthcare Limited,INE030T01027,BSE
BRIPORT,Brilliant Portfolios Limited,INE661F01010,BSE
RFSL,Richfield Financial Services Limited,INE201C01012,BSE
IGCIL,IGC Industries Limited,INE099S01016,BSE
ARYAVAN,Aryavan Enterprise Limited,INE360S01012,BSE
TFSL,Typhoon Financial Services Limited,INE761R01013,BSE
PANORAMA,Panorama Studios International Limited,INE258R01028,BSE
SHREEGANES,Shree Ganesh Biotech (India) Limited,INE051N01026,BSE
GTV,GTV Engineering Limited,INE910R01024,BSE
LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,INF767K01OS7,BSE
LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,INF767K01OT5,BSE
TFLL,Tirupati Finlease Limited,INE027S01017,BSE
GARBIFIN,Garbi Finvest Limited,INE721C01019,BSE
SMARTFIN,Smart Finsec Limited,INE766D01020,BSE
RAJKOTINV,Rajkot Investment Trust Limited,INE176R01014,BSE
ADCON,Adcon Capital Services Limited,INE805Q01028,BSE
QUINT,Quint Digital Limited,INE641R01017,BSE
HDFCNIFTY,HDFC NIFTY 50 ETF,INF179KC1965,BSE
HDFCSENSEX,HDFC S&P BSE Sensex ETF,INF179KC1HX2,BSE
UDAYJEW,Uday Jewellery Industries Limited,INE551B01012,BSE
SATTVASUKU,Sattva Sukun Lifecare Limited,INE280E01038,BSE
NAVIGANT,Navigant Corporate Advisors Limited,INE364T01012,BSE
GROVY,Grovy India Limited,INE343C01012,BSE
SCTL,Suncare Traders Limited,INE452S01025,BSE
CREATIVE,Creative Castings Limited,INE146E01015,BSE
AAYUSH,Aayush Wellness Limited,INE430R01023,BSE
ELITECON,Elitecon International Limited,INE669R01026,BSE
VALLEY,Valley Magnesite Company Limited,INE834E01016,BSE
ABHIINFRA,Abhishek Infraventures Limited,INE281P01016,BSE
APOORVA,Apoorva Leasing Finance and Investment Company Limited,INE217S01014,BSE
AGRIBIO,Agribio Spirits Limited,INE679E01015,BSE
FMEC,F Mec International Financial Services Limited,INE108T01013,BSE
DDIL,Deep Diamond India Limited,INE005G01026,BSE
ABHIJIT,Abhijit Trading Company Limited,INE994N01019,BSE
REMLIFE,Remedium Lifecare Limited,INE549S01036,BSE
AARNAV,Aarnav Fashions Limited,INE750R01016,BSE
SCL,Sunshine Capital Limited,INE974F01025,BSE
SIPTL,Sharanam Infraproject and Trading Limited,INE104S01022,BSE
SHIVA,Shivansh Finserve Limited,INE728Q01014,BSE
MISHTANN,Mishtann Foods Limited,INE094S01041,BSE
DELTA,Delta Industrial Resources Limited,INE681Q01015,BSE
CGFL,Credent Global Finance Limited,INE727C01024,BSE
KEL,Kotia Enterprises Limited,INE079C01012,BSE
BLUECLOUDS,Blue Cloud Softech Solutions Limited,INE373T01047,BSE
KEIL,Kanoria Energy & Infrastructure Limited,INE534E01020,BSE
BCLENTERPR,BCL Enterprises Limited,INE368E01023,BSE
KAMATS,Vikram Kamats Hospitality Limited,INE564S01019,BSE
ACEMEN,Ace Men Engg Works Limited,INE023R01018,BSE
BFLAFL,BFL Asset Finvest Limited,INE948Q01018,BSE
RGF,RGF Capital Markets Limited,INE684D01025,BSE
RCL,Radhagobind Commercial Limited,INE792P01020,BSE
KAPILRAJ,Kapil Raj Finance Limited,INE332Q01023,BSE
GANGAPHARM,Ganga Pharmaceuticals Limited,INE615T01017,BSE
DAL,Dynamic Archistructures Limited,INE874E01012,BSE
MOBAVENUE,Mobavenue AI Tech Limited,INE622Q01019,BSE
SHIVKAMAL,Shivkamal Impex Limited,INE429R01017,BSE
RGCORP,Real Growth Corporation Limited,INE836D01013,BSE
IFINSER,Interactive Financial Services Limited,INE064T01018,BSE
HILIKS,Hiliks Technologies Limited,INE966Q01010,BSE
HYPERSOFT,Hypersoft Technologies Limited,INE039D01014,BSE
FREDUN,Fredun Pharmaceuticals Limited,INE194R01017,BSE
RELICAB,Relicab Cable Manufacturing Limited,INE773T01014,BSE
VKAL,Vantage Knowledge Academy Limited,INE427T01025,BSE
MEAPL,Modern Engineering And Projects Limited,INE250S01015,BSE
MNIL,Mega Nirman and Industries Limited,INE216Q01010,BSE
DARJEELING,Darjeeling Ropeway Company Limited,INE830S01014,BSE
ADVIKCA,Advik Capital Limited,INE178T01024,BSE
LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,INF767K01PC8,BSE
KDML,Khemani Distributors & Marketing Limited,INE030U01025,BSE
UMIYA,Umiya Tubes Limited,INE173U01015,BSE
CHDCHEM,CHD Chemicals Limited,INE043U01010,BSE
LELAVOIR,LE Lavoir Limited,INE204S01012,BSE
MUDRA,Mudra Financial Services Limited,INE967S01014,BSE
BALGOPAL,Balgopal Commercial Limited,INE119R01014,BSE
SUPERIOR,Superior Finlease Limited,INE574R01028,BSE
FRANKLIN,Franklin Leasing and Finance Limited,INE399S01010,BSE
LANCER,Lancer Container Lines Limited,INE359U01028,BSE
GHUSHINE,Ghushine Fintrrade Ocean Limited,INE009U01011,BSE
RSDFIN,RSD Finance Limited,INE616F01022,BSE
DARSHANORNA,Darshan Orna Limited,INE671T01028,BSE
MADHAVIPL,Madhav Infra Projects Limited,INE631R01026,BSE
SPICELOUNG,Spice Lounge Food Works Limited,INE631E01024,BSE
DIDL,Dalmia Industrial Development Limited,INE642P01019,BSE
SNIM,Svarnim Trade Udyog Limited,INE730R01042,BSE
SEIL,Shanti Educational Initiatives Limited,INE440T01028,BSE
RGIL,Rotographics (India) Limited,INE364S01014,BSE
